scene,frame,id,type,loc_x,loc_y,loc_z
0000,37,1,Cyclist,0.336279,1.6481560000000002,8.057747
0000,38,1,Cyclist,0.253368,1.649933,8.092061
0000,39,1,Cyclist,0.170457,1.6517110000000002,8.126375
0000,40,1,Cyclist,0.15226900000000002,1.6648939999999999,8.107548
0000,41,1,Cyclist,0.134081,1.678077,8.08872
0000,42,1,Cyclist,0.11589300000000001,1.6912599999999998,8.069892999999999
0000,43,1,Cyclist,0.097706,1.7044419999999998,8.051066
0000,44,1,Cyclist,0.07951799999999999,1.717625,8.032238000000001
0000,45,1,Cyclist,0.137309,1.708537,8.007089
0000,46,1,Cyclist,0.195101,1.6994479999999998,7.98194
0000,47,1,Cyclist,0.252892,1.6903599999999999,7.956791
0000,48,1,Cyclist,0.310684,1.681272,7.931642
0000,49,1,Cyclist,0.368475,1.6721830000000002,7.906492999999999
0000,50,1,Cyclist,0.474743,1.667415,7.8928899999999995
0000,51,1,Cyclist,0.58101,1.6626459999999998,7.8792860000000005
0000,52,1,Cyclist,0.687278,1.657877,7.8656820000000005
0000,53,1,Cyclist,0.793545,1.6531080000000002,7.852078999999999
0000,54,1,Cyclist,0.899813,1.6483400000000001,7.838475
0000,55,1,Cyclist,1.080956,1.642247,7.853299000000001
0000,56,1,Cyclist,1.262099,1.636155,7.868123
0000,57,1,Cyclist,1.443242,1.6300620000000001,7.882947
0000,58,1,Cyclist,1.624386,1.623969,7.8977710000000005
0000,59,1,Cyclist,1.8577560000000002,1.6049,7.899164999999999
0000,60,1,Cyclist,2.0391470000000003,1.6007559999999998,7.871332000000001
0000,61,1,Cyclist,2.220538,1.5966120000000001,7.843499
0000,62,1,Cyclist,2.401929,1.592467,7.815666
0000,63,1,Cyclist,2.58332,1.588323,7.787832000000001
0000,64,1,Cyclist,2.76471,1.584178,7.7599990000000005
0000,65,1,Cyclist,2.982311,1.591726,7.8076550000000005
0000,66,1,Cyclist,3.199912,1.599274,7.855311
0000,67,1,Cyclist,3.4175129999999996,1.606822,7.902966
0000,68,1,Cyclist,3.6351139999999997,1.61437,7.950622
0000,69,1,Cyclist,3.8527150000000003,1.621918,7.998278
0000,70,1,Cyclist,3.997807,1.616157,8.036273
0000,71,1,Cyclist,4.142899,1.610395,8.074268
0000,72,1,Cyclist,4.28799,1.6046340000000001,8.112262
0000,73,1,Cyclist,4.433082,1.598873,8.150257
0000,74,1,Cyclist,4.578174,1.593112,8.188252
0000,75,1,Cyclist,4.647762999999999,1.608511,8.309849
0000,76,1,Cyclist,4.717352,1.623911,8.431445
0000,77,1,Cyclist,4.78694,1.6393099999999998,8.553042
0000,78,1,Cyclist,4.856529,1.654709,8.674638
0000,79,1,Cyclist,4.926118,1.670109,8.796235000000001
0000,80,1,Cyclist,4.930001,1.682712,8.954395
0000,81,1,Cyclist,4.934069,1.7128310000000002,9.112372
0000,82,1,Cyclist,4.938108000000001,1.74016,9.270378
0000,83,1,Cyclist,4.941612,1.716879,9.428913
0000,84,1,Cyclist,4.945226,1.704017,9.587339
0000,85,1,Cyclist,4.911032,1.70632,9.75281
0000,86,1,Cyclist,4.876837,1.708623,9.918281
0000,87,1,Cyclist,4.842643,1.710926,10.083752
0000,88,1,Cyclist,4.808448,1.7132290000000001,10.249224
0000,89,1,Cyclist,4.774254,1.715532,10.414695
0000,90,1,Cyclist,4.727437,1.718782,10.560597
0000,91,1,Cyclist,4.680619999999999,1.7220330000000001,10.706499
0000,92,1,Cyclist,4.6338029999999995,1.7252830000000001,10.852400999999999
0000,93,1,Cyclist,4.5869860000000005,1.728533,10.998303
0000,94,1,Cyclist,4.540169000000001,1.731784,11.144205
0000,95,1,Cyclist,4.493155000000001,1.737732,11.289425999999999
0000,96,1,Cyclist,4.446142,1.74368,11.434646
0000,97,1,Cyclist,4.399128,1.749628,11.579866
0000,98,1,Cyclist,4.352115,1.755577,11.725087
0000,99,1,Cyclist,4.305102,1.761525,11.870307
0000,100,1,Cyclist,4.264556,1.75728,11.960378
0000,101,1,Cyclist,4.22401,1.753034,12.050449
0000,102,1,Cyclist,4.183464,1.748788,12.140521000000001
0000,103,1,Cyclist,4.142918,1.744543,12.230592
0000,104,1,Cyclist,4.102372,1.7402970000000002,12.320663
0000,105,1,Cyclist,4.068226,1.7511849999999998,12.381705
0000,106,1,Cyclist,4.034081,1.762073,12.442747
0000,107,1,Cyclist,3.999935,1.772961,12.503789999999999
0000,108,1,Cyclist,3.965789,1.7838479999999999,12.564832000000001
0000,109,1,Cyclist,3.931643,1.794736,12.625874000000001
0000,110,1,Cyclist,3.8431059999999997,1.7875590000000001,12.671761
0000,111,1,Cyclist,3.754569,1.7803810000000002,12.717649
0000,112,1,Cyclist,3.666032,1.773204,12.763536
0000,113,1,Cyclist,3.577495,1.7660259999999999,12.809424
0000,114,1,Cyclist,3.488957,1.758849,12.855312
0000,115,1,Cyclist,3.329392,1.771643,12.924461
0000,116,1,Cyclist,3.169826,1.7844369999999998,12.993609
0000,117,1,Cyclist,3.0102599999999997,1.797231,13.062758
0000,118,1,Cyclist,2.850695,1.810026,13.131907
0000,119,1,Cyclist,2.691129,1.82282,13.201056
0000,120,1,Cyclist,2.400394,1.8166200000000001,13.263856
0000,121,1,Cyclist,2.109658,1.8104209999999998,13.326654999999999
0000,122,1,Cyclist,1.8189229999999998,1.8042209999999999,13.389454999999998
0000,123,1,Cyclist,1.5281870000000002,1.798022,13.452254
0000,124,1,Cyclist,1.237452,1.791822,13.515054000000001
0000,125,1,Cyclist,0.89026,1.78712,13.523073000000002
0000,126,1,Cyclist,0.543067,1.782419,13.531092000000001
0000,127,1,Cyclist,0.195875,1.7777169999999998,13.539110999999998
0000,128,1,Cyclist,-0.151318,1.773016,13.54713
0000,129,1,Cyclist,-0.49851,1.768314,13.555148999999998
0000,130,1,Cyclist,-0.7319439999999999,1.7855,13.550526000000001
0000,131,1,Cyclist,-0.9653780000000001,1.802686,13.545903
0000,132,1,Cyclist,-1.12924,1.818196,13.558219
0000,133,1,Cyclist,-1.2931030000000001,1.833706,13.570535000000001
0000,134,1,Cyclist,-1.456965,1.849215,13.582851000000002
0000,135,1,Cyclist,-1.49054,1.813816,13.561603
0000,136,1,Cyclist,-1.5241149999999999,1.778417,13.540356
0000,137,1,Cyclist,-1.488018,1.7401349999999998,13.535587
0000,138,1,Cyclist,-1.451921,1.7018529999999998,13.530817
0000,138,12,Pedestrian,2.886802,1.375119,18.429316
0000,139,1,Cyclist,-1.415824,1.663571,13.526048000000001
0000,139,12,Pedestrian,3.175586,1.388366,17.650029
0000,140,1,Cyclist,-1.337755,1.6766470000000002,13.519163
0000,140,12,Pedestrian,3.4643699999999997,1.401612,16.870741
0000,141,1,Cyclist,-1.259687,1.6897229999999999,13.512279000000001
0000,141,12,Pedestrian,3.7531529999999997,1.414858,16.091454000000002
0000,142,1,Cyclist,-1.181619,1.7028,13.505394
0000,142,12,Pedestrian,4.041937,1.428105,15.312166
0000,143,1,Cyclist,-1.10355,1.7158759999999997,13.498509
0000,143,12,Pedestrian,4.3307199999999995,1.441351,14.532878
0000,144,1,Cyclist,-1.025482,1.728952,13.491624
0000,144,12,Pedestrian,4.524899,1.430765,13.715595
0000,145,1,Cyclist,-0.9209790000000001,1.704102,13.481164999999999
0000,145,12,Pedestrian,4.7190769999999995,1.420179,12.898311999999999
0000,146,1,Cyclist,-0.816477,1.679252,13.470706
0000,146,12,Pedestrian,4.913256,1.409593,12.081029
0000,147,1,Cyclist,-0.711974,1.6544020000000002,13.460247
0000,147,12,Pedestrian,5.107434,1.399008,11.263746000000001
0000,148,1,Cyclist,-0.607472,1.629553,13.449788
0000,148,12,Pedestrian,5.301613,1.388422,10.446463
0000,149,1,Cyclist,-0.502969,1.604703,13.439329
0000,149,12,Pedestrian,5.3892370000000005,1.410844,9.613096
0000,150,1,Cyclist,-0.432672,1.638496,13.412023000000001
0000,150,12,Pedestrian,5.477744,1.4333200000000001,8.763753
0000,151,1,Cyclist,-0.362374,1.672289,13.384716000000001
0000,151,12,Pedestrian,5.564483999999999,1.4556879999999999,7.946364
0000,152,1,Cyclist,-0.292077,1.7060819999999999,13.35741
0000,152,12,Pedestrian,5.652401,1.478078,7.105003
0000,153,1,Cyclist,-0.22178,1.739875,13.330103
0000,153,12,Pedestrian,5.739732,1.500532,6.279632
0001,130,44,Pedestrian,5.138669,1.1711690000000001,30.570521999999997
0001,130,45,Pedestrian,5.766661,1.179751,30.157891999999997
0001,131,44,Pedestrian,5.126705,1.233659,29.642739000000002
0001,131,45,Pedestrian,5.761083,1.234017,29.265184
0001,132,44,Pedestrian,5.114741,1.296149,28.714955
0001,132,45,Pedestrian,5.755504,1.288283,28.372476000000002
0001,133,44,Pedestrian,5.102776,1.358639,27.787171999999998
0001,133,45,Pedestrian,5.749925,1.342549,27.479768
0001,134,44,Pedestrian,5.090812000000001,1.421129,26.859388
0001,134,45,Pedestrian,5.744347,1.396815,26.587059999999997
0001,135,44,Pedestrian,5.0788470000000006,1.483619,25.931604999999998
0001,135,45,Pedestrian,5.738768,1.451082,25.694352
0001,136,44,Pedestrian,5.064126,1.470029,25.055652
0001,136,45,Pedestrian,5.693445,1.4379,24.801391
0001,137,44,Pedestrian,5.049405,1.456438,24.179699
0001,137,45,Pedestrian,5.648123,1.424719,23.908429
0001,138,44,Pedestrian,5.0346839999999995,1.442848,23.303746
0001,138,45,Pedestrian,5.6028,1.411538,23.015467
0001,139,44,Pedestrian,5.019963,1.429258,22.427792999999998
0001,139,45,Pedestrian,5.557477,1.398356,22.122506
0001,140,44,Pedestrian,5.005242,1.415667,21.55184
0001,140,45,Pedestrian,5.512155,1.385175,21.229544
0001,141,44,Pedestrian,4.9714,1.435972,20.759693
0001,141,45,Pedestrian,5.4958860000000005,1.3825,20.402811
0001,142,44,Pedestrian,4.937557,1.456278,19.967545
0001,142,45,Pedestrian,5.479617,1.379825,19.576078
0001,143,44,Pedestrian,4.903714,1.476583,19.175398
0001,143,45,Pedestrian,5.463348000000001,1.377149,18.749345
0001,144,44,Pedestrian,4.869872,1.496888,18.38325
0001,144,45,Pedestrian,5.4470790000000004,1.374474,17.922612
0001,145,44,Pedestrian,4.836029,1.517193,17.591103
0001,145,45,Pedestrian,5.43081,1.371799,17.095879
0001,146,44,Pedestrian,4.802395,1.508385,16.810265
0001,146,45,Pedestrian,5.399503,1.3697489999999999,16.340884
0001,147,44,Pedestrian,4.768759999999999,1.499576,16.029428
0001,147,45,Pedestrian,5.368195,1.367699,15.585889000000002
0001,148,44,Pedestrian,4.735126,1.490768,15.24859
0001,148,45,Pedestrian,5.336888,1.365649,14.830894
0001,149,44,Pedestrian,4.701491000000001,1.48196,14.467753
0001,149,45,Pedestrian,5.305581,1.363599,14.075899
0001,150,44,Pedestrian,4.667857,1.473152,13.686914999999999
0001,150,45,Pedestrian,5.274273,1.361549,13.320904
0001,151,44,Pedestrian,4.659482,1.4581110000000002,12.980011
0001,151,45,Pedestrian,5.274173,1.363391,12.630517999999999
0001,152,44,Pedestrian,4.651108,1.44307,12.273106
0001,152,45,Pedestrian,5.274072,1.365233,11.940132
0001,153,44,Pedestrian,4.642734,1.428029,11.566202
0001,153,45,Pedestrian,5.2739720000000005,1.367075,11.249747
0001,154,44,Pedestrian,4.634359,1.412987,10.859297999999999
0001,154,45,Pedestrian,5.273872,1.368917,10.559361
0001,155,44,Pedestrian,4.625985,1.397946,10.152393
0001,155,45,Pedestrian,5.273771,1.370759,9.868975
0001,156,44,Pedestrian,4.642632,1.4092280000000001,9.555238000000001
0001,156,45,Pedestrian,5.271346,1.372031,9.279266
0001,157,44,Pedestrian,4.65913,1.406334,8.958231
0001,157,45,Pedestrian,5.26892,1.3733030000000002,8.689556
0001,158,44,Pedestrian,4.691084,1.424118,8.356889
0001,158,45,Pedestrian,5.266494000000001,1.374574,8.099847
0001,159,44,Pedestrian,4.6923580000000005,1.422606,7.763986999999999
0001,159,45,Pedestrian,5.264069,1.375846,7.510136999999999
0001,160,44,Pedestrian,4.708692,1.4042059999999998,7.167142
0001,160,45,Pedestrian,5.261643,1.377118,6.920428
0001,161,44,Pedestrian,4.700168,1.4095280000000001,6.67903
0001,161,45,Pedestrian,5.26259,1.3823450000000002,6.419335
0001,162,44,Pedestrian,4.691644999999999,1.41485,6.190919
0001,162,45,Pedestrian,5.263538,1.387572,5.918242
0001,163,44,Pedestrian,4.683121,1.420172,5.702807
0001,163,45,Pedestrian,5.264485,1.392799,5.417149
0001,164,44,Pedestrian,4.6745980000000005,1.425494,5.214695
0001,165,44,Pedestrian,4.666074,1.430816,4.726583
0001,335,82,Pedestrian,3.755889,1.498882,39.893034
0001,336,82,Pedestrian,3.6559120000000003,1.554729,38.888488
0001,337,82,Pedestrian,3.555935,1.610576,37.883942
0001,338,82,Pedestrian,3.4559589999999996,1.666422,36.879395
0001,339,82,Pedestrian,3.3497120000000002,1.559333,35.873244
0001,340,82,Pedestrian,3.243466,1.452244,34.867092
0001,341,82,Pedestrian,3.2290080000000003,1.47787,33.883742
0001,342,82,Pedestrian,3.2145490000000003,1.503496,32.900391
0001,343,82,Pedestrian,3.2000900000000003,1.529121,31.917040999999998
0001,344,82,Pedestrian,3.1856310000000003,1.5547469999999999,30.933690000000002
0001,345,82,Pedestrian,3.1711720000000003,1.580373,29.95034
0001,346,82,Pedestrian,3.210074,1.557469,29.017590999999996
0001,347,82,Pedestrian,3.2495689999999997,1.5905559999999999,28.084257
0001,348,82,Pedestrian,3.288136,1.5358829999999999,27.151840000000004
0001,349,82,Pedestrian,3.326882,1.4981520000000002,26.219246000000002
0001,350,82,Pedestrian,3.365914,1.487575,25.286368
0001,351,82,Pedestrian,3.43359,1.474642,24.372770000000003
0001,352,82,Pedestrian,3.501328,1.467752,23.459107999999997
0001,353,82,Pedestrian,3.568802,1.4357030000000002,22.545709
0001,354,82,Pedestrian,3.6368650000000002,1.459497,21.631726999999998
0001,355,82,Pedestrian,3.7049019999999997,1.480898,20.717769
0001,356,82,Pedestrian,3.781998,1.440545,19.884701999999997
0001,357,82,Pedestrian,3.863378,1.4879850000000001,19.051063
0001,358,82,Pedestrian,3.9374569999999998,1.4798870000000002,18.217313
0001,359,82,Pedestrian,4.014797,1.4627059999999998,17.384004
0001,360,82,Pedestrian,4.106307,1.51276,16.551025
0001,361,82,Pedestrian,4.179335,1.548726,15.736355
0001,362,82,Pedestrian,4.265391999999999,1.544016,14.923143
0001,363,82,Pedestrian,4.351024,1.499099,14.110351000000001
0001,364,82,Pedestrian,4.437963,1.512458,13.269614
0001,365,82,Pedestrian,4.523046,1.480959,12.484017999999999
0001,366,82,Pedestrian,4.6021160000000005,1.481524,11.760485000000001
0001,367,82,Pedestrian,4.681128,1.476703,11.037008
0001,368,82,Pedestrian,4.760287,1.485903,10.289946
0001,369,82,Pedestrian,4.839271,1.478204,9.589936999999999
0001,370,82,Pedestrian,4.918352,1.479869,8.866392999999999
0001,371,82,Pedestrian,4.9367410000000005,1.481663,8.237974000000001
0001,372,82,Pedestrian,4.955318,1.501305,7.609367999999999
0001,373,82,Pedestrian,4.973816,1.5135040000000002,6.98084
0001,374,82,Pedestrian,4.99233,1.527105,6.352298
0001,375,82,Pedestrian,5.010808,1.537402,5.72379
0001,376,82,Pedestrian,5.015032,1.5490059999999999,5.260093
0002,53,3,Pedestrian,-1.1084370000000001,1.768589,64.46010600000001
0002,54,3,Pedestrian,-1.302912,1.7585790000000001,63.237638000000004
0002,55,3,Pedestrian,-1.497387,1.7485700000000002,62.015170999999995
0002,56,3,Pedestrian,-1.691862,1.7385599999999999,60.792704
0002,57,3,Pedestrian,-1.886337,1.728551,59.570236
0002,58,3,Pedestrian,-2.080812,1.718541,58.34776899999999
0002,59,3,Pedestrian,-2.2404889999999997,1.707871,57.222297
0002,60,3,Pedestrian,-2.4001669999999997,1.6972009999999997,56.096824
0002,61,3,Pedestrian,-2.559844,1.6865310000000002,54.971351
0002,62,3,Pedestrian,-2.719521,1.675862,53.845879000000004
0002,63,3,Pedestrian,-2.879198,1.6651919999999998,52.720406000000004
0002,64,3,Pedestrian,-2.957103,1.655544,51.660337
0002,65,3,Pedestrian,-3.035007,1.6458959999999998,50.600268
0002,66,3,Pedestrian,-3.1129119999999997,1.636248,49.540199
0002,67,3,Pedestrian,-3.190816,1.6266,48.480129999999996
0002,68,3,Pedestrian,-3.2687209999999998,1.616952,47.420061
0002,69,3,Pedestrian,-3.361454,1.607915,46.461786
0002,70,3,Pedestrian,-3.454188,1.598878,45.50351
0002,71,3,Pedestrian,-3.5469209999999998,1.589842,44.545234
0002,72,3,Pedestrian,-3.6396550000000003,1.580805,43.586959
0002,72,4,Cyclist,9.350729,1.336451,36.936689
0002,73,3,Pedestrian,-3.732388,1.571769,42.628684
0002,73,4,Cyclist,9.292966999999999,1.3196860000000001,36.07405
0002,74,3,Pedestrian,-3.802342,1.5625790000000002,41.862190000000005
0002,74,4,Cyclist,9.235891,1.367928,35.210731
0002,75,3,Pedestrian,-3.872295,1.55339,41.095696000000004
0002,75,4,Cyclist,9.178486999999999,1.385118,34.347737
0002,76,3,Pedestrian,-3.942249,1.544201,40.329202
0002,76,4,Cyclist,9.119902,1.290498,33.485912
0002,77,3,Pedestrian,-4.0122029999999995,1.535012,39.562708
0002,77,4,Cyclist,9.061455,1.2089159999999999,32.623951
0002,78,3,Pedestrian,-4.0821559999999995,1.525823,38.796215000000004
0002,78,4,Cyclist,9.003311,1.155979,31.76169
0002,79,3,Pedestrian,-4.1386959999999995,1.557268,37.854818
0002,79,4,Cyclist,8.946626,1.241191,30.897985
0002,80,3,Pedestrian,-4.195236,1.588714,36.91342
0002,80,4,Cyclist,8.88991,1.323532,30.034309999999998
0002,81,3,Pedestrian,-4.251777,1.620159,35.972023
0002,81,4,Cyclist,8.832395,1.330198,29.171426
0002,82,3,Pedestrian,-4.308317,1.651604,35.030626
0002,82,4,Cyclist,8.777899,1.622593,28.305556
0002,83,3,Pedestrian,-4.341424,1.648653,34.08943
0002,83,4,Cyclist,8.728975,1.6159459999999999,27.600465999999997
0002,84,3,Pedestrian,-4.374532,1.6457009999999999,33.148234
0002,84,4,Cyclist,8.680052,1.609298,26.895377000000003
0002,85,3,Pedestrian,-4.40764,1.6427490000000002,32.207037
0002,85,4,Cyclist,8.631128,1.602651,26.190286999999998
0002,86,3,Pedestrian,-4.440747,1.6397979999999999,31.265840999999998
0002,86,4,Cyclist,8.582203999999999,1.596004,25.485198
0002,87,3,Pedestrian,-4.479421,1.641259,30.608556
0002,87,4,Cyclist,8.533281,1.589357,24.780109
0002,88,3,Pedestrian,-4.5180940000000005,1.6427209999999999,29.951271999999996
0002,88,4,Cyclist,8.484357000000001,1.58271,24.075019
0002,89,3,Pedestrian,-4.556768,1.644182,29.293986999999998
0002,89,4,Cyclist,8.435433,1.576063,23.36993
0002,90,3,Pedestrian,-4.595441,1.6456439999999999,28.636703000000004
0002,90,4,Cyclist,8.386509,1.569415,22.664839999999998
0002,91,3,Pedestrian,-4.634114,1.6471060000000002,27.979418
0002,91,4,Cyclist,8.337586,1.562768,21.959751
0002,92,3,Pedestrian,-4.672788,1.648567,27.322134000000002
0002,92,4,Cyclist,8.288662,1.5561209999999999,21.254662
0002,93,3,Pedestrian,-4.714798,1.6464400000000001,26.763590999999998
0002,93,4,Cyclist,8.147953999999999,1.5522770000000001,20.746422
0002,94,3,Pedestrian,-4.756809,1.6443130000000001,26.205048
0002,94,4,Cyclist,8.10926,1.546447,20.149549
0002,95,3,Pedestrian,-4.798819,1.6421860000000001,25.646504999999998
0002,95,4,Cyclist,8.069397,1.541379,19.624394
0002,96,3,Pedestrian,-4.840829,1.6400580000000002,25.087962
0002,96,4,Cyclist,8.0317,1.536462,19.11583
0002,97,3,Pedestrian,-4.88284,1.637931,24.529419
0002,97,4,Cyclist,7.991283,1.5312290000000002,18.574366
0002,98,3,Pedestrian,-4.92485,1.635804,23.970876
0002,98,4,Cyclist,7.957203999999999,1.52661,18.098013
0002,99,3,Pedestrian,-4.96686,1.633677,23.412334
0002,99,4,Cyclist,7.926978,1.522108,17.636761
0002,100,3,Pedestrian,-4.995671,1.6332200000000001,22.982262
0002,100,4,Cyclist,7.905125999999999,1.517209,17.145997
0002,101,3,Pedestrian,-5.024481,1.6327639999999999,22.552191
0002,101,4,Cyclist,7.886143,1.512956,16.719862
0002,102,3,Pedestrian,-5.053292,1.632308,22.122120000000002
0002,102,4,Cyclist,7.871289,1.5087620000000002,16.303675
0002,103,3,Pedestrian,-5.082102,1.631851,21.692049
0002,103,4,Cyclist,7.857347,1.504281,15.860857999999999
0002,104,3,Pedestrian,-5.110913,1.6313950000000002,21.261978
0002,104,4,Cyclist,7.841989,1.500438,15.477611999999999
0002,105,3,Pedestrian,-5.139724,1.630938,20.831906
0002,105,4,Cyclist,7.832407000000001,1.496286,15.070717000000002
0002,106,3,Pedestrian,-5.168533999999999,1.630482,20.401835000000002
0002,106,4,Cyclist,7.8275559999999995,1.492601,14.713270000000001
0002,107,3,Pedestrian,-5.164256,1.624547,20.082675
0002,107,4,Cyclist,7.827602000000001,1.488967,14.365701000000001
0002,108,3,Pedestrian,-5.159977,1.6186120000000002,19.763514999999998
0002,108,4,Cyclist,7.826385,1.485166,14.000805999999999
0002,109,3,Pedestrian,-5.155698999999999,1.612676,19.444356
0002,109,4,Cyclist,7.8286169999999995,1.48186,13.686753
0002,110,3,Pedestrian,-5.15142,1.606741,19.125196
0002,110,4,Cyclist,7.825517999999999,1.478701,13.381414999999999
0002,111,3,Pedestrian,-5.147142,1.600806,18.806036
0002,111,4,Cyclist,7.822234,1.4753610000000001,13.058498
0002,112,3,Pedestrian,-5.142862999999999,1.59487,18.486876000000002
0002,112,4,Cyclist,7.818232000000001,1.472546,12.785167999999999
0002,113,3,Pedestrian,-5.143342,1.610241,18.214091
0002,113,4,Cyclist,7.823828999999999,1.481624,12.569721000000001
0002,114,3,Pedestrian,-5.143821,1.625612,17.941306
0002,114,4,Cyclist,7.829414999999999,1.489747,12.354283
0002,115,3,Pedestrian,-5.1443,1.640983,17.668521
0002,115,4,Cyclist,7.83472,1.471108,12.139126
0002,116,3,Pedestrian,-5.145052,1.6403169999999998,17.478271
0002,116,4,Cyclist,7.84036,1.484291,11.923635
0002,117,3,Pedestrian,-5.145804,1.639652,17.28802
0002,117,4,Cyclist,7.845802000000001,1.4787299999999999,11.708341
0002,118,3,Pedestrian,-5.1465559999999995,1.638987,17.097769
0002,118,4,Cyclist,7.851236,1.472374,11.493055
0002,119,3,Pedestrian,-5.147308,1.638321,16.907519
0002,119,4,Cyclist,7.856833999999999,1.481519,11.277607000000001
0002,120,3,Pedestrian,-5.148061,1.637656,16.717268
0002,120,4,Cyclist,7.862217,1.470417,11.062371
0002,121,3,Pedestrian,-5.148813,1.63699,16.527017999999998
0002,121,4,Cyclist,7.867714,1.470029,10.847022
0002,122,3,Pedestrian,-5.149565,1.636325,16.336767000000002
0002,122,4,Cyclist,7.865872,1.456619,10.717132000000001
0002,123,3,Pedestrian,-5.150317,1.6356600000000001,16.146516000000002
0002,123,4,Cyclist,7.864089,1.4488370000000002,10.587183
0002,124,3,Pedestrian,-5.151069000000001,1.634994,15.956266000000001
0002,124,4,Cyclist,7.8624410000000005,1.453865,10.4571
0002,125,3,Pedestrian,-5.151822,1.6343290000000001,15.766015
0002,125,4,Cyclist,7.8608020000000005,1.4596930000000001,10.327009
0002,126,3,Pedestrian,-5.1498669999999995,1.630024,15.660117999999999
0002,126,4,Cyclist,7.8589910000000005,1.4492450000000001,10.197088
0002,127,3,Pedestrian,-5.147762999999999,1.6398669999999997,15.554072
0002,127,4,Cyclist,7.857341,1.454072,10.067007
0002,128,3,Pedestrian,-5.145762,1.6399419999999998,15.448129000000002
0002,128,4,Cyclist,7.855491000000001,1.4399959999999998,9.937124
0002,129,3,Pedestrian,-5.143788,1.6374879999999998,15.342212
0002,129,4,Cyclist,7.853955,1.455573,9.80693
0002,130,3,Pedestrian,-5.1417269999999995,1.6433119999999999,15.236208
0002,130,4,Cyclist,7.852261,1.4562329999999999,9.676893
0002,131,3,Pedestrian,-5.1398790000000005,1.628909,15.130416
0002,131,4,Cyclist,7.842673,1.4532690000000001,9.529012
0002,132,3,Pedestrian,-5.1377,1.6458560000000002,15.024296
0002,132,4,Cyclist,7.852048,1.45822,9.455949
0002,133,3,Pedestrian,-5.139949,1.6216629999999999,14.927992999999999
0002,133,4,Cyclist,7.853575,1.463925,9.364997
0002,134,3,Pedestrian,-5.141979,1.618295,14.831473
0002,134,4,Cyclist,7.855030999999999,1.4628450000000002,9.274116000000001
0002,135,3,Pedestrian,-5.143741,1.6402130000000001,14.734688
0002,135,4,Cyclist,7.856496000000001,1.46272,9.183225
0002,136,3,Pedestrian,-5.145691,1.644312,14.638089
0002,136,4,Cyclist,7.858084,1.474132,9.092213000000001
0002,137,3,Pedestrian,-5.147565,1.655629,14.541416
0002,137,4,Cyclist,7.859825999999999,1.500251,9.001047999999999
